fid;kdprov;kdkab;kdkec;kddesa;nmdesa;nmkec;nmkab;nmprov;iddesa;idkec;sbs;base;idbs;kdbs;luas;kdsls;nmsls;posisi;dom_sls;dominan;tingkat;nm_gedung;kk;bstt;bstt_k;bsbtt;muatan;khusus;count
97;"32";"15";"090";"004";KARANGTANJUNG;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090004";"3215090";"0  ";sp2020;3215090004016P;"016P";228877.810592046;"0005";RT 005 RW 002 DUSUN TANJUNG;"-";"11";"11";;;;;;;;;1
98;"32";"15";"090";"004";KARANGTANJUNG;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090004";"3215090";"0  ";sp2020;3215090004015B;"015B";188388.163607436;"0006";RT 006 RW 002 DUSUN TANJUNG;"-";"1, 1";"1";;;;;;;;;1
99;"32";"15";"090";"004";KARANGTANJUNG;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090004";"3215090";"0  ";sp2020;3215090004019P;"019P";326044.372796334;"0003";RT 003 RW 001 DUSUN KEDAWUNG;"-";"11";"11";;;;;;;;;1
100;"32";"15";"090";"004";KARANGTANJUNG;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090004";"3215090";"0  ";sp2020;3215090004018B;"018B";318999.322973088;"0004";RT 004 RW 002 DUSUN TANJUNG;"-";"1, 1, 1";"1";;;;;;;;;1
101;"32";"15";"090";"005";KEDAWUNG;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090005";"3215090";"0  ";sp2020;3215090005012P;"012P";183704.687831071;"0008";RT 003 RW 003 DUSUN KRAJAN II;"-";"11";"11";;;;;;;;;1
102;"32";"15";"090";"005";KEDAWUNG;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090005";"3215090";"0  ";sp2020;3215090005013P;"013P";110164.688374341;"0007";RT 001 RW 003 DUSUN KRAJAN II;"-";"11";"11";;;;;;;;;1
103;"32";"15";"090";"008";PULOJAYA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090008";"3215090";"0  ";sp2020;3215090008008P;"008P";447610.113436071;"0004";RT 4 RW 1 DUSUN SENTUL 1;"-";"11";"11";;;;;;;;;1
104;"32";"15";"090";"008";PULOJAYA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090008";"3215090";"0  ";sp2020;3215090008007B;"007B";468991.646643769;"0015";RT 002 RW 004 DUSUN SRIJAYA;"-";"1, 1, 1, 1, 1, 11";"1";;;;;;;;;1
105;"32";"15";"090";"008";PULOJAYA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090008";"3215090";"0  ";sp2020;3215090008012P;"012P";149318.708405613;"0003";RT 3 RW 1 DUSUN SENTUL 1;"-";"11";"11";;;;;;;;;1
106;"32";"15";"090";"008";PULOJAYA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090008";"3215090";"0  ";sp2020;3215090008003B;"003B";919270.537816925;"0018";RT 001 RW 005 DUSUN TANJUNG SARI;"-";"1, 1, 1, 1, 1, 1, 11, 11";"1";;;;;;;;;1
107;"32";"15";"090";"008";PULOJAYA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090008";"3215090";"0  ";sp2020;3215090008010P;"010P";849084.407555609;"0009";RT 005 RW 002 DUSUN SENTUL 2;"-";"11";"11";;;;;;;;;1
108;"32";"15";"090";"011";PULOMULYA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090011";"3215090";"0  ";sp2020;3215090011004P;"004P";223647.9804956;"0002";RT 002 RW 001 DUSUN TURIMULYA I;"-";"11";"11";;;;;;;;;1
109;"32";"15";"090";"011";PULOMULYA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090011";"3215090";"0  ";sp2020;3215090011001P;"001P";79657.9993696369;"0001";RT 001 RW 001 DUSUN TURIMULYA I;"-";"11";"11";;;;;;;;;1
110;"32";"15";"111";"002";MAJALAYA;MAJALAYA;KARAWANG;JAWA BARAT;"3215111002";"3215111";"0  ";sp2020;3215111002001P;"001P";710665.625812509;"1004";SAWAH;"-";"11";"11";;;;;;;;;1
111;"32";"15";"111";"002";MAJALAYA;MAJALAYA;KARAWANG;JAWA BARAT;"3215111002";"3215111";"0  ";sp2020;3215111002002P;"002P";719952.455378348;"1003";SAWAH;"-";"11";"11";;;;;;;;;1
112;"32";"15";"111";"002";MAJALAYA;MAJALAYA;KARAWANG;JAWA BARAT;"3215111002";"3215111";"0  ";sp2020;3215111002010P;"010P";1165896.53794623;"1001  ,  1002";"SAWAH  ,  SAWAH";"-";"11,11";"11";;;;;;;;;1
113;"32";"15";"111";"002";MAJALAYA;MAJALAYA;KARAWANG;JAWA BARAT;"3215111002";"3215111";"0  ";sp2020;3215111002013B;"013B";98246.1919311315;"0004";RT 004 RW 002 DUSUN KRAJAN II;"-";"1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
114;"32";"15";"111";"006";LEMAHMULYA;MAJALAYA;KARAWANG;JAWA BARAT;"3215111006";"3215111";"0  ";sp2020;3215111006011B;"011B";104415.821309775;"0006";RT 006 RW 003 DUSUN KARANGMULYA II;"-";"1, 1, 1, 1, 1";"1";;;;;;;;;1
115;"32";"15";"111";"006";LEMAHMULYA;MAJALAYA;KARAWANG;JAWA BARAT;"3215111006";"3215111";"0  ";sp2020;3215111006010P;"010P";19211.2200701156;"0014";RT 014 RW 006 DUSUN BELENDUNG;"-";"11";"11";;;;;;;;;1
116;"32";"15";"112";"003";KONDANGJAYA;KARAWANG TIMUR;KARAWANG;JAWA BARAT;"3215112003";"3215112";"0  ";sp2020;3215112003015B;"015B";16397.705106169;"0016";RT 016 RW 007;"-";"1, 1, 1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
117;"32";"15";"112";"003";KONDANGJAYA;KARAWANG TIMUR;KARAWANG;JAWA BARAT;"3215112003";"3215112";"0  ";sp2020;3215112003014B;"014B";14649.1583702855;"0018";RT 018 RW 007;"-";"1, 1, 1, 1, 1, 1, 1, 1, 1, 5";"1";;;;;;;;;1
118;"32";"15";"112";"003";KONDANGJAYA;KARAWANG TIMUR;KARAWANG;JAWA BARAT;"3215112003";"3215112";"0  ";sp2020;3215112003032B;"032B";12981.2727571216;"0057";RT 057 RW 006;"-";"1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
119;"32";"15";"112";"006";PALUMBONSARI;KARAWANG TIMUR;KARAWANG;JAWA BARAT;"3215112006";"3215112";"0  ";sp2020;3215112006065B;"065B";6393.72582673468;"0116";RT 005 RW 014 LINGKUNGAN PRM PESONA PARAHYANGAN;"-";"1, 1, 1, 1";"1";;;;;;;;;1
120;"32";"15";"113";"007";MEKARJATI;KARAWANG BARAT;KARAWANG;JAWA BARAT;"3215113007";"3215113";"0  ";sp2020;3215113007033B;"033B";166337.000476828;"0026";RT 003 RW 008;"-";"1, 1, 11";"1";;;;;;;;;1
121;"32";"15";"113";"007";MEKARJATI;KARAWANG BARAT;KARAWANG;JAWA BARAT;"3215113007";"3215113";"0  ";sp2020;3215113007032B;"032B";127444.979363425;"0041";RT 002 RW 012;"-";"11, 1, 1";"1";;;;;;;;;1
122;"32";"15";"113";"008";TUNGGAKJATI;KARAWANG BARAT;KARAWANG;JAWA BARAT;"3215113008";"3215113";"0  ";sp2020;3215113008034B;"034B";208494.92580599;"0050  ,  0049";"RT 001 RW 012  ,  RT 004 RW 011";"-";"11, 1, 1, 1, 1,1, 1";"1";;;;;;;;;1
123;"32";"15";"113";"008";TUNGGAKJATI;KARAWANG BARAT;KARAWANG;JAWA BARAT;"3215113008";"3215113";"0  ";sp2020;3215113008033B;"033B";282284.72639898;"0046  ,  0045";"RT 001 RW 011  ,  RT 005 RW 010";"-";"1, 11, 1,1, 1";"1";;;;;;;;;1
124;"32";"15";"113";"008";TUNGGAKJATI;KARAWANG BARAT;KARAWANG;JAWA BARAT;"3215113008";"3215113";"0  ";sp2020;3215113008030B;"030B";284205.722136176;"0040";RT 004 RW 009;"-";"11, 9, 11, 11, 1";"11";;;;;;;;;1
125;"32";"15";"120";"001";PASIRKALIKI;RAWAMERTA;KARAWANG;JAWA BARAT;"3215120001";"3215120";"0  ";sp2020;3215120001006B;"006B";244613.381212345;"0018  ,  0017";"RT 018 RW 005 DUSUN GABEL  ,  RT 017 RW 005 DUSUN GABEL";"-";"1, 1,1";"1";;;;;;;;;2
126;"32";"15";"120";"001";PASIRKALIKI;RAWAMERTA;KARAWANG;JAWA BARAT;"3215120001";"3215120";"0  ";sp2020;3215120001002B;"002B";349765.944429159;"0026  ,  0023";"RT 026 RW 008 DUSUN KEDUNG MULYA  ,  RT 023 RW 007 DUSUN KEDUNG MULYA";"-";"1, 1,1, 1";"1";;;;;;;;;1
127;"32";"15";"120";"005";PASIRAWI;RAWAMERTA;KARAWANG;JAWA BARAT;"3215120005";"3215120";"0  ";sp2020;3215120005001B;"001B";362475.794519162;"0007";RT 007 RW 001 DUSUN KRAJAN 1;"-";"1, 1, 1, 1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
128;"32";"15";"120";"005";PASIRAWI;RAWAMERTA;KARAWANG;JAWA BARAT;"3215120005";"3215120";"0  ";sp2020;3215120005003B;"003B";425124.237677862;"0004  ,  0006";"RT 004 RW 001 DUSUN KRAJAN 1  ,  RT 006 RW 001 DUSUN KRAJAN 1";"-";"1, 1,1, 1, 1";"1";;;;;;;;;1
129;"32";"15";"120";"012";GOMBONGSARI;RAWAMERTA;KARAWANG;JAWA BARAT;"3215120012";"3215120";"0  ";sp2020;3215120012006P;"006P";1033868.14602081;"1007  ,  1012  ,  1010  ,  1011  ,  1014";"SAWAH BLOK SAWAH BUAH  ,  SAWAH BLOK GALIAN PASIR  ,  SAWAH BLOK GALIAN PASIR  ,  SAWAH BLOK RAWAKUDA  ,  SAWAH BLOK RAWAKUDA";"-";"11,11,11,11,11";"11";;;;;;;;;1
130;"32";"15";"120";"012";GOMBONGSARI;RAWAMERTA;KARAWANG;JAWA BARAT;"3215120012";"3215120";"0  ";sp2020;3215120012004P;"004P";587735.048302235;"1009  ,  1004";"SAWAH BLOK RAWADUTI  ,  SAWAH BLOK GOMBONG";"-";"11,11";"11";;;;;;;;;1
131;"32";"15";"130";"005";LEMAHMAKMUR;TEMPURAN;KARAWANG;JAWA BARAT;"3215130005";"3215130";"0  ";sp2020;3215130005006P;"006P";1223223.47854348;"1001";SAWAH;"-";"11";"11";;;;;;;;;1
132;"32";"15";"130";"005";LEMAHMAKMUR;TEMPURAN;KARAWANG;JAWA BARAT;"3215130005";"3215130";"0  ";sp2020;3215130005004B;"004B";470666.457086979;"0005  ,  0006";"RT 002 RW 002 DUSUN PASIRKONCI 02  ,  RT 003 RW 002 DUSUN PASIRKONCI 02";"-";"1, 1, 1,1, 1";"1";;;;;;;;;1
133;"32";"15";"140";"003";SINDANGMULYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140003";"3215140";"0  ";sp2020;3215140003004B;"004B";229525.723446705;"0009";RT 009 RW 003 DUSUN RAWA BAMBU 2;"-";"1, 1";"1";;;;;;;;;1
134;"32";"15";"140";"003";SINDANGMULYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140003";"3215140";"0  ";sp2020;3215140003002B;"002B";129673.226194739;"0011";RT 011 RW 004 DUSUN TAMIANG;"-";"1, 1";"1";;;;;;;;;1
135;"32";"15";"140";"009";SINDANGSARI;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140009";"3215140";"0  ";sp2020;3215140009011B;"011B";788926.799666274;"0009";RT 009 RW 003 DUSUN TEGAL ASEM;"-";"1, 1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
136;"32";"15";"140";"009";SINDANGSARI;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140009";"3215140";"0  ";sp2020;3215140009013B;"013B";280558.726537751;"0011";RT 011 RW 003 DUSUN TEGAL ASEM;"-";"1, 1, 1";"1";;;;;;;;;1
137;"32";"15";"140";"011";KUTAMUKTI;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140011";"3215140";"0  ";sp2020;3215140011006B;"006B";570787.060883031;"0005";RT 005 RW 002 DUSUN CITEUREUP;"-";"1, 1, 1, 1";"1";;;;;;;;;1
138;"32";"15";"140";"011";KUTAMUKTI;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140011";"3215140";"0  ";sp2020;3215140011003B;"003B";469789.65324034;"0008";RT 008 RW 003 DUSUN PORIS;"-";"1, 1, 1";"1";;;;;;;;;1
139;"32";"15";"140";"012";KUTAJAYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140012";"3215140";"0  ";sp2020;3215140012009P;"009P";837887.241693598;"0008";AREA PERSAWAHAN;"-";"11";"11";;;;;;;;;1
140;"32";"15";"140";"012";KUTAJAYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140012";"3215140";"0  ";sp2020;3215140012008P;"008P";191678.233174913;"0001";AREA PERSAWAHAN;"-";"11";"11";;;;;;;;;1
141;"32";"15";"150";"001";KALANGSARI;RENGASDENGKLOK;KARAWANG;JAWA BARAT;"3215150001";"3215150";"0  ";sp2020;3215150001005B;"005B";122339.223073702;"0025";RT 025 RW 005 DUSUN TARIKOLOT;"-";"1, 1, 1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
142;"32";"15";"150";"001";KALANGSARI;RENGASDENGKLOK;KARAWANG;JAWA BARAT;"3215150001";"3215150";"0  ";sp2020;3215150001004B;"004B";131485.383303955;"0026";RT 026 RW 006 DUSUN WANAJAYA;"-";"1, 1, 1, 1, 1";"1";;;;;;;;;1
143;"32";"15";"150";"002";KALANGSURIA;RENGASDENGKLOK;KARAWANG;JAWA BARAT;"3215150002";"3215150";"0  ";sp2020;3215150002005P;"005P";2393421.36896734;"1002  ,  1003";"PESAWAHAN BAKAN NGANTAI  ,  PESAWAHAN GAMBAR SARI BAKAN BUAH";"-";"11,11";"11";;;;;;;;;1
144;"32";"15";"150";"002";KALANGSURIA;RENGASDENGKLOK;KARAWANG;JAWA BARAT;"3215150002";"3215150";"0  ";sp2020;3215150002006B;"006B";76715.2284613601;"0009";RT 009 RW 003 DUSUN GAMBAR SARI 2;"-";"1, 1, 1, 1";"1";;;;;;;;;1
145;"32";"15";"150";"003";KARYASARI;RENGASDENGKLOK;KARAWANG;JAWA BARAT;"3215150003";"3215150";"0  ";sp2020;3215150003005B;"005B";59360.6476246155;"0033";RT 055 RW 010 DUSUN PERUM PESONA;"-";"1";"1";;;;;;;;;1
146;"32";"15";"150";"003";KARYASARI;RENGASDENGKLOK;KARAWANG;JAWA BARAT;"3215150003";"3215150";"0  ";sp2020;3215150003006B;"006B";1914822.88932827;"0031";RT 031 RW 013 DUSUN BAKAN LIO;"-";"1";"1";;;;;;;;;1
147;"32";"15";"150";"005";AMANSARI;RENGASDENGKLOK;KARAWANG;JAWA BARAT;"3215150005";"3215150";"0  ";sp2020;3215150005002B;"002B";376400.73163891;"0008";RT 008 RW 03 DUSUN SASAK;"-";"1, 1, 1";"1";;;;;;;;;1
148;"32";"15";"150";"005";AMANSARI;RENGASDENGKLOK;KARAWANG;JAWA BARAT;"3215150005";"3215150";"0  ";sp2020;3215150005009B;"009B";96000.1614444935;"0006";RT 006 RW 02 DUSUN KARAJAN TIMUR;"-";"1, 1, 1";"1";;;;;;;;;1
149;"32";"15";"150";"005";AMANSARI;RENGASDENGKLOK;KARAWANG;JAWA BARAT;"3215150005";"3215150";"0  ";sp2020;3215150005003B;"003B";227734.898620465;"0003";RT 003 RW 01 DUSUN KARAJAN BARAT;"-";"1, 1, 1";"1";;;;;;;;;1
150;"32";"15";"150";"005";AMANSARI;RENGASDENGKLOK;KARAWANG;JAWA BARAT;"3215150005";"3215150";"0  ";sp2020;3215150005015B;"015B";184124.324491685;"0011";RT 011 RW 03 DUSUN SASAK;"-";"1";"1";;;;;;;;;1
151;"32";"15";"150";"005";AMANSARI;RENGASDENGKLOK;KARAWANG;JAWA BARAT;"3215150005";"3215150";"0  ";sp2020;3215150005011B;"011B";107705.435372534;"0007";RT 007 RW 02 DUSUN KARAJAN TIMUR;"-";"1, 1";"1";;;;;;;;;2
152;"32";"15";"150";"006";RENGASDENGKLOK SELATAN;RENGASDENGKLOK;KARAWANG;JAWA BARAT;"3215150006";"3215150";"0  ";sp2020;3215150006002B;"002B";142144.777735531;"0009";RT 009 RW 002 DUSUN BOJONG KARYA 2;"-";"1, 1, 1, 1";"1";;;;;;;;;1
153;"32";"15";"150";"006";RENGASDENGKLOK SELATAN;RENGASDENGKLOK;KARAWANG;JAWA BARAT;"3215150006";"3215150";"0  ";sp2020;3215150006011B;"011B";62876.0814812779;"0048";RT 048 RW 010 DUSUN WARUDOYONG SELATAN;"-";"1, 1";"1";;;;;;;;;1
154;"32";"15";"150";"006";RENGASDENGKLOK SELATAN;RENGASDENGKLOK;KARAWANG;JAWA BARAT;"3215150006";"3215150";"0  ";sp2020;3215150006008B;"008B";360253.492486887;"0049";RT 049 RW 011 DUSUN RENGASJAYA 1;"-";"7,1, 1";"1";;;;;;;;;1
155;"32";"15";"150";"009";DEWISARI;RENGASDENGKLOK;KARAWANG;JAWA BARAT;"3215150009";"3215150";"0  ";sp2020;3215150009005B;"005B";578654.472000227;"0006";RT 006 RW 002 DUSUN PACING SELATAN;"-";"1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
156;"32";"15";"150";"009";DEWISARI;RENGASDENGKLOK;KARAWANG;JAWA BARAT;"3215150009";"3215150";"0  ";sp2020;3215150009010B;"010B";1039468.61982858;"0012";RT 012 RW 004 DUSUN BENGLE;"-";"1, 1, 1, 1, 1, 1, 1, 1, 1";"1";;;;;;;;;4
157;"32";"15";"160";"001";JATIMULYA;PEDES;KARAWANG;JAWA BARAT;"3215160001";"3215160";"0  ";sp2020;3215160001005P;"005P";80543.9706750098;"0004";RT 004 RW 002 DUSUN CIOTER;"-";"11";"11";;;;;;;;;1
158;"32";"15";"160";"001";JATIMULYA;PEDES;KARAWANG;JAWA BARAT;"3215160001";"3215160";"0  ";sp2020;3215160001004P;"004P";128637.855900866;"0003";RT 003 RW 002 DUSUN CIOTER;"-";"11";"11";;;;;;;;;1
159;"32";"15";"160";"001";JATIMULYA;PEDES;KARAWANG;JAWA BARAT;"3215160001";"3215160";"0  ";sp2020;3215160001014P;"014P";164309.262084412;"0006";RT 002 RW 003 DUSUN KAMURANG 1;"-";"11";"11";;;;;;;;;1
160;"32";"15";"160";"001";JATIMULYA;PEDES;KARAWANG;JAWA BARAT;"3215160001";"3215160";"0  ";sp2020;3215160001013P;"013P";55733.3572915403;"0005";RT 001 RW 003 DUSUN KAMURANG 1;"-";"11";"11";;;;;;;;;1
161;"32";"15";"160";"001";JATIMULYA;PEDES;KARAWANG;JAWA BARAT;"3215160001";"3215160";"0  ";sp2020;3215160001015P;"015P";392918.074434584;"0009";RT 001 RW 005 DUSUN KAMURANG 2;"-";"11";"11";;;;;;;;;1
162;"32";"15";"160";"001";JATIMULYA;PEDES;KARAWANG;JAWA BARAT;"3215160001";"3215160";"0  ";sp2020;3215160001033P;"033P";452597.024908391;"0020";RT 004 RW 010 DUSUN BABAKAN KARAJAN;"-";"11";"11";;;;;;;;;1
163;"32";"15";"160";"001";JATIMULYA;PEDES;KARAWANG;JAWA BARAT;"3215160001";"3215160";"0  ";sp2020;3215160001032P;"032P";200982.010557595;"0017";RT 001 RW 009 DUSUN BABAKAN KARAJAN;"-";"11";"11";;;;;;;;;1
164;"32";"15";"160";"006";KERTARAHARJA;PEDES;KARAWANG;JAWA BARAT;"3215160006";"3215160";"0  ";sp2020;3215160006003P;"003P";797600.633695664;"0004";RT 004 RW 001 DUSUN LANGSEB I;"-";"11";"11";;;;;;;;;1
165;"32";"15";"160";"001";JATIMULYA;PEDES;KARAWANG;JAWA BARAT;"3215160001";"3215160";"0  ";sp2020;3215160001003P;"003P";332774.238091177;"0002";RT 002 RW 001 DUSUN CIOTER;"-";"11";"11";;;;;;;;;1
166;"32";"15";"160";"007";KARANGJAYA;PEDES;KARAWANG;JAWA BARAT;"3215160007";"3215160";"0  ";sp2020;3215160007016P;"016P";152436.626042164;"0010";RT 010 RW 005 DUSUN SUKAMULYA;"-";"11";"11";;;;;;;;;1
167;"32";"15";"160";"007";KARANGJAYA;PEDES;KARAWANG;JAWA BARAT;"3215160007";"3215160";"0  ";sp2020;3215160007019P;"019P";559061.935438331;"0013";RT 013 RW 007 DUSUN KONDANG;"-";"11";"11";;;;;;;;;1
168;"32";"15";"160";"008";MALANGSARI;PEDES;KARAWANG;JAWA BARAT;"3215160008";"3215160";"0  ";sp2020;3215160008003P;"003P";188444.058953476;"0007";RT 001 RW 004 DUSUN BALONGSARI 2;"-";"11";"11";;;;;;;;;1
169;"32";"15";"160";"008";MALANGSARI;PEDES;KARAWANG;JAWA BARAT;"3215160008";"3215160";"0  ";sp2020;3215160008001P;"001P";720820.503797067;"0006";RT 002 RW 003 DUSUN JAYASARI;"-";"11";"11";;;;;;;;;1
170;"32";"15";"160";"008";MALANGSARI;PEDES;KARAWANG;JAWA BARAT;"3215160008";"3215160";"0  ";sp2020;3215160008006P;"006P";144147.03888948;"0004";RT 002 RW 002 DUSUN BALONGSARI 1;"-";"11";"11";;;;;;;;;1
171;"32";"15";"160";"008";MALANGSARI;PEDES;KARAWANG;JAWA BARAT;"3215160008";"3215160";"0  ";sp2020;3215160008007P;"007P";446333.935318705;"0003";RT 001 RW 002 DUSUN BALONGSARI 1;"-";"11";"11";;;;;;;;;1
172;"32";"15";"160";"008";MALANGSARI;PEDES;KARAWANG;JAWA BARAT;"3215160008";"3215160";"0  ";sp2020;3215160008002B;"002B";263037.800851;"0008";RT 002 RW 004 DUSUN BALONGSARI 2;"-";"1, 1";"1";;;;;;;;;1
173;"32";"15";"160";"008";MALANGSARI;PEDES;KARAWANG;JAWA BARAT;"3215160008";"3215160";"0  ";sp2020;3215160008009P;"009P";536683.118582585;"0005";RT 001 RW 003 DUSUN JAYASARI;"-";"11";"11";;;;;;;;;1
174;"32";"15";"160";"010";PAYUNGSARI;PEDES;KARAWANG;JAWA BARAT;"3215160010";"3215160";"0  ";sp2020;3215160010034P;"034P";47389.934810328;"0016";RT 003 RW 007 DUSUN BAYUR 1;"-";"11";"11";;;;;;;;;1
175;"32";"15";"160";"010";PAYUNGSARI;PEDES;KARAWANG;JAWA BARAT;"3215160010";"3215160";"0  ";sp2020;3215160010029P;"029P";47990.3444055154;"0020";RT 001 RW 009 DUSUN BAYUR 2;"-";"11";"11";;;;;;;;;1
176;"32";"15";"160";"010";PAYUNGSARI;PEDES;KARAWANG;JAWA BARAT;"3215160010";"3215160";"0  ";sp2020;3215160010011P;"011P";893098.422322679;"0001";RT 001 RW 001 DUSUN PEDES 1;"-";"11, 11";"11";;;;;;;;;1
177;"32";"15";"160";"010";PAYUNGSARI;PEDES;KARAWANG;JAWA BARAT;"3215160010";"3215160";"0  ";sp2020;3215160010013B;"013B";316015.246183081;"0002";RT 002 RW 001 DUSUN PEDES 1;"-";"1, 1";"1";;;;;;;;;2
178;"32";"15";"160";"010";PAYUNGSARI;PEDES;KARAWANG;JAWA BARAT;"3215160010";"3215160";"0  ";sp2020;3215160010023P;"023P";2377776.40319049;"0023";RT 002 RW 010 DUSUN BAYUR 2;"-";"11, 11";"11";;;;;;;;;1
179;"32";"15";"160";"011";RANGDUMULYA;PEDES;KARAWANG;JAWA BARAT;"3215160011";"3215160";"0  ";sp2020;3215160011004P;"004P";1144120.10332854;"0002";RT 002 RW 001 DUSUN RANGDU 1;"-";"11";"11";;;;;;;;;1
180;"32";"15";"160";"011";RANGDUMULYA;PEDES;KARAWANG;JAWA BARAT;"3215160011";"3215160";"0  ";sp2020;3215160011001P;"001P";152435.207414525;"0001";RT 001 RW 001 DUSUN RANGDU 1;"-";"11";"11";;;;;;;;;1
181;"32";"15";"160";"011";RANGDUMULYA;PEDES;KARAWANG;JAWA BARAT;"3215160011";"3215160";"0  ";sp2020;3215160011030P;"030P";38699.6013997013;"0016";RT 016 RW 006 DUSUN GULAMPOK;"-";"11";"11";;;;;;;;;1
182;"32";"15";"160";"011";RANGDUMULYA;PEDES;KARAWANG;JAWA BARAT;"3215160011";"3215160";"0  ";sp2020;3215160011021P;"021P";50607.5707109793;"0014";RT 014 RW 006 DUSUN GULAMPOK;"-";"11";"11";;;;;;;;;1
183;"32";"15";"160";"017";DONGKAL;PEDES;KARAWANG;JAWA BARAT;"3215160017";"3215160";"0  ";sp2020;3215160017003P;"003P";264301.065861578;"0007";RT 007 RW 004 DUSUN DONGKAL 4;"-";"11";"11";;;;;;;;;3
184;"32";"15";"160";"017";DONGKAL;PEDES;KARAWANG;JAWA BARAT;"3215160017";"3215160";"0  ";sp2020;3215160017002P;"002P";361078.311418844;"0009";RT 009 RW 005 DUSUN DONGKAL 5;"-";"11";"11";;;;;;;;;1
185;"32";"15";"161";"010";PUSAKAJAYA UTARA;CILEBAR;KARAWANG;JAWA BARAT;"3215161010";"3215161";"0  ";sp2020;3215161010011P;"011P";2839715.49219744;"1001";SAWAH;"-";"11";"11";;;;;;;;;1
186;"32";"15";"161";"010";PUSAKAJAYA UTARA;CILEBAR;KARAWANG;JAWA BARAT;"3215161010";"3215161";"0  ";sp2020;3215161010010B;"010B";295398.947265397;"0009";RT 002 RW 004 DUSUN SUKAJADI;"-";"1, 1, 1, 1";"1";;;;;;;;;1
187;"32";"15";"170";"005";KEDUNGJERUK;CIBUAYA;KARAWANG;JAWA BARAT;"3215170005";"3215170";"0  ";sp2020;3215170005002B;"002B";1182819.80220449;"0008";RT 004 RW 002 DUSUN TANGKOLO;"-";"1, 1, 1";"1";;;;;;;;;1
188;"32";"15";"170";"005";KEDUNGJERUK;CIBUAYA;KARAWANG;JAWA BARAT;"3215170005";"3215170";"0  ";sp2020;3215170005001B;"001B";974936.974455719;"0011";RT 003 RW 003 DUSUN CIMAHI;"-";"1, 1, 1";"1";;;;;;;;;2
189;"32";"15";"170";"007";KEDUNGJAYA;CIBUAYA;KARAWANG;JAWA BARAT;"3215170007";"3215170";"0  ";sp2020;3215170007003B;"003B";1673021.74492975;"0014  ,  0013";"RT 014 RW 004 DUSUN RAWASARI  ,  RT 013 RW 004 DUSUN RAWASARI";"-";"1, 1, 1,1, 1";"1";;;;;;;;;1
190;"32";"15";"170";"007";KEDUNGJAYA;CIBUAYA;KARAWANG;JAWA BARAT;"3215170007";"3215170";"0  ";sp2020;3215170007002B;"002B";515725.181099674;"0002";RT 002 RW 001 DUSUN KRAJAN;"-";"1, 1";"1";;;;;;;;;1
191;"32";"15";"170";"009";GEBANGJAYA;CIBUAYA;KARAWANG;JAWA BARAT;"3215170009";"3215170";"0  ";sp2020;3215170009001P;"001P";685986.712644543;"0007";RT 007 RW 003 DUSUN TANJUNG GEBANG;"-";"11";"11";;;;;;;;;1
192;"32";"15";"170";"009";GEBANGJAYA;CIBUAYA;KARAWANG;JAWA BARAT;"3215170009";"3215170";"0  ";sp2020;3215170009009P;"009P";628178.201539666;"0005";RT 005 RW 002 DUSUN KOSAMBI LAWANG;"-";"11";"11";;;;;;;;;1
193;"32";"15";"180";"001";MEDANKARYA;TIRTAJAYA;KARAWANG;JAWA BARAT;"3215180001";"3215180";"0  ";sp2020;3215180001007B;"007B";1553371.56636071;"0009  ,  0010";"RT 009 RW 003 DUSUN TANJUNGKERTA  ,  RT 010 RW 003 DUSUN TANJUNGKERTA";"-";"1, 1, 1, 1,1, 1, 1, 1";"1";;;;;;;;;3
194;"32";"15";"180";"001";MEDANKARYA;TIRTAJAYA;KARAWANG;JAWA BARAT;"3215180001";"3215180";"0  ";sp2020;3215180001011B;"011B";634457.676771257;"0012";RT 012 RW 004 DUSUN KARANGSETIA;"-";"1, 1, 1, 1, 1";"1";;;;;;;;;1
