fid;kdprov;kdkab;kdkec;kddesa;nmdesa;nmkec;nmkab;nmprov;iddesa;idkec;sbs;base;idbs;kdbs;luas;kdsls;nmsls;posisi;dom_sls;dominan;tingkat;nm_gedung;kk;bstt;bstt_k;bsbtt;muatan;khusus;count
5399;"32";"15";"140";"001";SINDANGKARYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140001";"3215140";"0  ";sp2020;3215140001002B;"002B";151019.755761814;"0012";RT 012 RW 004 DUSUN BABAKAN LOA;"-";"1, 1";"1";;;;;;;;;1
5400;"32";"15";"140";"001";SINDANGKARYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140001";"3215140";"0  ";sp2020;3215140001001B;"001B";181270.608003831;"0011";RT 011 RW 004 DUSUN BABAKAN LOA;"-";"1, 1";"1";;;;;;;;;2
5401;"32";"15";"140";"001";SINDANGKARYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140001";"3215140";"0  ";sp2020;3215140001004B;"004B";341953.456538851;"0006";RT 006 RW 002 DUSUN KRAJAN IB;"-";"1, 1, 1, 1, 1";"1";;;;;;;;;1
5402;"32";"15";"140";"001";SINDANGKARYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140001";"3215140";"0  ";sp2020;3215140001003B;"003B";330258.910749773;"0010";RT 010 RW 003 DUSUN KOBAK BALI;"-";"1, 1";"1";;;;;;;;;1
5403;"32";"15";"140";"001";SINDANGKARYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140001";"3215140";"0  ";sp2020;3215140001007B;"007B";199512.620057949;"0007";RT 007 RW 003 DUSUN KOBAK BALI;"-";"1, 1";"1";;;;;;;;;1
5404;"32";"15";"140";"001";SINDANGKARYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140001";"3215140";"0  ";sp2020;3215140001005B;"005B";177179.671260667;"0009";RT 009 RW 003 DUSUN KOBAK BALI;"-";"1, 1, 1";"1";;;;;;;;;1
5405;"32";"15";"140";"001";SINDANGKARYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140001";"3215140";"0  ";sp2020;3215140001008B;"008B";655710.907326063;"0004  ,  0005";"RT 004 RW 002 DUSUN KRAJAN IB  ,  RT 005 RW 002 DUSUN KRAJAN IB";"-";"1, 1, 1, 1,1, 1, 1";"1";;;;;;;;;1
5406;"32";"15";"120";"010";PANYINGKIRAN;RAWAMERTA;KARAWANG;JAWA BARAT;"3215120010";"3215120";"0  ";sp2020;3215120010013P;"013P";833710.829141718;"1013  ,  1012  ,  1009  ,  1010  ,  1011";"SAWAH BLOK KOBAK KITOKO  ,  SAWAH BLOK GEMPOL  ,  SAWAH BLOK H. SUWANTA  ,  SAWAH BLOK GEMPOL  ,  SAWAH BLOK SENJATA";"-";"11,11,11,11,11";"11";;;;;;;;;1
5407;"32";"15";"120";"010";PANYINGKIRAN;RAWAMERTA;KARAWANG;JAWA BARAT;"3215120010";"3215120";"0  ";sp2020;3215120010017P;"017P";1330413.66476456;"1006  ,  1007  ,  1004  ,  1005  ,  1003";"SAWAH BLOK CIGELENDENG  ,  SAWAH BLOK CIMENDONG  ,  SAWAH BLOK CIPALAWAD  ,  SAWAH BLOK CIPALAWAD  ,  SAWAH BLOK SUMUR KACANG";"-";"11,11,11,11,11";"11";;;;;;;;;1
5408;"32";"15";"140";"001";SINDANGKARYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140001";"3215140";"0  ";sp2020;3215140001009B;"009B";183446.428746755;"0002";RT 002 RW 001 DUSUN KRAJAN IA;"-";"1, 1, 1";"1";;;;;;;;;1
5409;"32";"15";"140";"002";SINDANGMUKTI;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140002";"3215140";"0  ";sp2020;3215140002003B;"003B";436513.025411475;"0001";RT 001 RW 001 DUSUN KAMURANG JATI;"-";"1, 1, 1";"1";;;;;;;;;1
5410;"32";"15";"140";"002";SINDANGMUKTI;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140002";"3215140";"0  ";sp2020;3215140002001B;"001B";447679.510616498;"0005";RT 004 RW 002 DUSUN RAWA KEPUH;"-";"1, 1";"1";;;;;;;;;1
5411;"32";"15";"140";"002";SINDANGMUKTI;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140002";"3215140";"0  ";sp2020;3215140002004B;"004B";475789.238436398;"0002";RT 002 RW 001 DUSUN KAMURANG JATI;"-";"1, 1, 1";"1";;;;;;;;;1
5412;"32";"15";"140";"002";SINDANGMUKTI;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140002";"3215140";"0  ";sp2020;3215140002002B;"002B";445416.35019141;"0004";RT 003 RW 002 DUSUN RAWA KEPUH;"-";"1, 1";"1";;;;;;;;;1
5413;"32";"15";"140";"002";SINDANGMUKTI;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140002";"3215140";"0  ";sp2020;3215140002009B;"009B";615298.628822942;"0011";RT 010 RW 005 DUSUN CILIGUR 2;"-";"1, 1";"1";;;;;;;;;1
5414;"32";"15";"140";"001";SINDANGKARYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140001";"3215140";"0  ";sp2020;3215140001011B;"011B";223011.026159572;"0003";RT 003 RW 001 DUSUN KRAJAN IA;"-";"1, 1";"1";;;;;;;;;1
5415;"32";"15";"140";"002";SINDANGMUKTI;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140002";"3215140";"0  ";sp2020;3215140002010B;"010B";373675.644007381;"0007";RT 006 RW 003 DUSUN CILIGUR 1;"-";"1, 1";"1";;;;;;;;;1
5416;"32";"15";"120";"013";SUKARAJA;RAWAMERTA;KARAWANG;JAWA BARAT;"3215120013";"3215120";"0  ";sp2020;3215120013008B;"008B";77903.9701581591;"0006";RT 006 RW 002 DUSUN TEGAL KONENG;"-";"1, 1";"1";;;;;;;;;4
5417;"32";"15";"140";"002";SINDANGMUKTI;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140002";"3215140";"0  ";sp2020;3215140002011B;"011B";751689.840976687;"0006";RT 005 RW 003 DUSUN CILIGUR 1;"-";"1, 1";"1";;;;;;;;;1
5419;"32";"15";"140";"003";SINDANGMULYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140003";"3215140";"0  ";sp2020;3215140003001B;"001B";124563.168781182;"0012";RT 012 RW 004 DUSUN TAMIANG;"-";"1, 1";"1";;;;;;;;;1
5420;"32";"15";"140";"003";SINDANGMULYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140003";"3215140";"0  ";sp2020;3215140003005B;"005B";175618.56981094;"0008";RT 008 RW 003 DUSUN RAWA BAMBU 2;"-";"1";"1";;;;;;;;;1
5421;"32";"15";"140";"003";SINDANGMULYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140003";"3215140";"0  ";sp2020;3215140003003B;"003B";48519.8881552782;"0010";RT 010 RW 004 DUSUN TAMIANG;"-";"1";"1";;;;;;;;;1
5422;"32";"15";"140";"003";SINDANGMULYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140003";"3215140";"0  ";sp2020;3215140003011B;"011B";1072488.20118555;"0003";RT 003 RW 001 DUSUN CIAMPEL;"-";"1, 1, 1";"1";;;;;;;;;1
5423;"32";"15";"140";"003";SINDANGMULYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140003";"3215140";"0  ";sp2020;3215140003006B;"006B";281454.64567043;"0007";RT 007 RW 003 DUSUN RAWA BAMBU 2;"-";"1";"1";;;;;;;;;1
5424;"32";"15";"140";"004";MULYAJAYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140004";"3215140";"0  ";sp2020;3215140004008B;"008B";22945.8751473648;"0003";RT 003 RW 001 DUSUN CIBANTENG 1;"-";"1, 1, 1, 1, 1";"1";;;;;;;;;1
5425;"32";"15";"140";"004";MULYAJAYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140004";"3215140";"0  ";sp2020;3215140004007B;"007B";19208.4916335227;"0005";RT 005 RW 002 DUSUN CIBANTENG 2;"-";"1, 1, 1";"1";;;;;;;;;1
5426;"32";"15";"140";"004";MULYAJAYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140004";"3215140";"0  ";sp2020;3215140004003B;"003B";54462.0406465237;"0004";RT 004 RW 001 DUSUN CIBANTENG 1;"-";"1, 1, 1";"1";;;;;;;;;1
5427;"32";"15";"140";"004";MULYAJAYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140004";"3215140";"0  ";sp2020;3215140004001B;"001B";699844.616740861;"0009";RT 009 RW 003 DUSUN CIBANTENG 3;"-";"1, 1, 1";"1";;;;;;;;;1
5428;"32";"15";"140";"004";MULYAJAYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140004";"3215140";"0  ";sp2020;3215140004004B;"004B";336148.538623671;"0008";RT 008 RW 003 DUSUN CIBANTENG 3;"-";"1, 1, 1";"1";;;;;;;;;1
5429;"32";"15";"140";"004";MULYAJAYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140004";"3215140";"0  ";sp2020;3215140004005B;"005B";258629.842521319;"0007";RT 007 RW 002 DUSUN CIBANTENG 2;"-";"1, 1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
5430;"32";"15";"140";"004";MULYAJAYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140004";"3215140";"0  ";sp2020;3215140004009B;"009B";14096.247657609;"0002";RT 002 RW 001 DUSUN CIBANTENG 1;"-";"1, 1";"1";;;;;;;;;3
5431;"32";"15";"140";"004";MULYAJAYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140004";"3215140";"0  ";sp2020;3215140004002B;"002B";369047.242667616;"0001";RT 001 RW 001 DUSUN CIBANTENG 1;"-";"1, 1, 1";"1";;;;;;;;;2
5432;"32";"15";"140";"004";MULYAJAYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140004";"3215140";"0  ";sp2020;3215140004010P;"010P";2051757.78097166;"0002";AREA PERSAWAHAN;"-";"11";"11";;;;;;;;;1
5434;"32";"15";"140";"004";MULYAJAYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140004";"3215140";"0  ";sp2020;3215140004006B;"006B";12941.0471450415;"0006";RT 006 RW 002 DUSUN CIBANTENG 2;"-";"1, 1, 1, 1";"1";;;;;;;;;1
5435;"32";"15";"140";"005";KUTAKARYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140005";"3215140";"0  ";sp2020;3215140005007B;"007B";42535.7462082174;"0007";RT 007 RW 002 DUSUN DUKUH 2;"-";"1,1,1,1,1,1";"1";;;;;;;;;1
5436;"32";"15";"140";"005";KUTAKARYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140005";"3215140";"0  ";sp2020;3215140005009B;"009B";233727.644554881;"0008";RT 008 RW 002 DUSUN KEDUNGMUNDU TIMUR;"-";"1, 1, 1, 1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
5437;"32";"15";"140";"005";KUTAKARYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140005";"3215140";"0  ";sp2020;3215140005008B;"008B";152524.934562011;"0007";RT 007 RW 002 DUSUN DUKUH 2;"-";"1,1,1,1";"1";;;;;;;;;1
5438;"32";"15";"140";"005";KUTAKARYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140005";"3215140";"0  ";sp2020;3215140005005B;"005B";110823.230289003;"0006";RT 006 RW 002 DUSUN DUKUH 2;"-";"1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
5439;"32";"15";"140";"005";KUTAKARYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140005";"3215140";"0  ";sp2020;3215140005011B;"011B";25450.080133041;"0010";RT 010 RW 003 DUSUN KEDUNGMUNDU TIMUR;"-";"1, 1, 1";"1";;;;;;;;;1
5440;"32";"15";"140";"005";KUTAKARYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140005";"3215140";"0  ";sp2020;3215140005010B;"010B";252808.883821465;"0009";RT 009 RW 003 DUSUN KEDUNGMUNDU TIMUR;"-";"1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
5441;"32";"15";"140";"005";KUTAKARYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140005";"3215140";"0  ";sp2020;3215140005012B;"012B";361710.429979847;"0012";RT 012 RW 004 DUSUN KEDUNGMUNDU BARAT;"-";"1,1,1";"1";;;;;;;;;1
5442;"32";"15";"140";"005";KUTAKARYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140005";"3215140";"0  ";sp2020;3215140005013B;"013B";185408.383935983;"0012";RT 012 RW 004 DUSUN KEDUNGMUNDU BARAT;"-";"1,1,1";"1";;;;;;;;;1
5443;"32";"15";"140";"006";KUTAGANDOK;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140006";"3215140";"0  ";sp2020;3215140006017B;"017B";58082.9306743771;"0001";RT 001 RW 001 DUSUN KRAJAN IA;"-";"1, 1, 1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
5444;"32";"15";"140";"005";KUTAKARYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140005";"3215140";"0  ";sp2020;3215140005014B;"014B";224589.316237988;"0013";RT 013 RW 005 DUSUN KARANGANYAR;"-";"1,1,1,1";"1";;;;;;;;;1
5445;"32";"15";"140";"005";KUTAKARYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140005";"3215140";"0  ";sp2020;3215140005001B;"001B";424715.009495063;"0001  ,  0002";"RT 001 RW 001 DUSUN DUKUH 1  ,  RT 002 RW 001 DUSUN DUKUH 1";"-";"1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
5446;"32";"15";"140";"005";KUTAKARYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140005";"3215140";"0  ";sp2020;3215140005002B;"002B";104934.264366659;"0003";RT 003 RW 001 DUSUN DUKUH 1;"-";"1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
5447;"32";"15";"140";"005";KUTAKARYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140005";"3215140";"0  ";sp2020;3215140005003B;"003B";917508.559133159;"0004";RT 004 RW 001 DUSUN DUKUH 1;"-";"1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
5448;"32";"15";"140";"005";KUTAKARYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140005";"3215140";"0  ";sp2020;3215140005004B;"004B";97567.5723540014;"0005";RT 005 RW 002 DUSUN DUKUH 2;"-";"1, 1, 1, 1, 1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
5449;"32";"15";"140";"005";KUTAKARYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140005";"3215140";"0  ";sp2020;3215140005006B;"006B";343720.035532268;"0011";RT 011 RW 003 DUSUN KEDUNGMUNDU BARAT;"-";"1, 1, 1, 1";"1";;;;;;;;;1
5450;"32";"15";"140";"006";KUTAGANDOK;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140006";"3215140";"0  ";sp2020;3215140006002P;"002P";152175.782186708;"0010";SAWAH;"-";"11";"11";;;;;;;;;1
5451;"32";"15";"140";"006";KUTAGANDOK;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140006";"3215140";"0  ";sp2020;3215140006001B;"001B";566521.28461251;"0008";RT 008 RW 005 DUSUN JUNTI BARAT;"-";"1,1,1";"1";;;;;;;;;1
5452;"32";"15";"140";"006";KUTAGANDOK;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140006";"3215140";"0  ";sp2020;3215140006007B;"007B";48281.612888512;"0012";RT 012 RW 007 DUSUN JUNTI TIMUR;"-";"1, 1, 1, 1, 1";"1";;;;;;;;;1
5453;"32";"15";"140";"006";KUTAGANDOK;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140006";"3215140";"0  ";sp2020;3215140006004B;"004B";45030.635781438;"0013";RT 013 RW 007 DUSUN JUNTI TIMUR;"-";"1, 1, 1, 1";"1";;;;;;;;;2
5454;"32";"15";"140";"006";KUTAGANDOK;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140006";"3215140";"0  ";sp2020;3215140006006P;"006P";556969.085734009;"0011";SAWAH;"-";"11";"11";;;;;;;;;1
5455;"32";"15";"140";"006";KUTAGANDOK;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140006";"3215140";"0  ";sp2020;3215140006008B;"008B";60242.389107774;"0011";RT 011 RW 006 DUSUN JUNTI KAUM;"-";"1, 1, 1, 1";"1";;;;;;;;;1
5456;"32";"15";"140";"006";KUTAGANDOK;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140006";"3215140";"0  ";sp2020;3215140006009B;"009B";28671.3994792872;"0011";RT 011 RW 006 DUSUN JUNTI KAUM;"-";"1, 1, 1, 1, 1";"1";;;;;;;;;1
5457;"32";"15";"140";"006";KUTAGANDOK;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140006";"3215140";"0  ";sp2020;3215140006010B;"010B";33376.1817341687;"0010";RT 010 RW 006 DUSUN JUNTI KAUM;"-";"1, 1, 1, 1, 1";"1";;;;;;;;;1
5458;"32";"15";"140";"006";KUTAGANDOK;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140006";"3215140";"0  ";sp2020;3215140006011B;"011B";30848.6147359783;"0009";RT 009 RW 005 DUSUN JUNTI BARAT;"-";"1, 1, 1";"1";;;;;;;;;1
5459;"32";"15";"140";"006";KUTAGANDOK;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140006";"3215140";"0  ";sp2020;3215140006012B;"012B";883227.198303761;"0006";RT 006 RW 004 DUSUN KRAJAN II;"-";"1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
5460;"32";"15";"140";"006";KUTAGANDOK;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140006";"3215140";"0  ";sp2020;3215140006013B;"013B";77860.8930444106;"0008";RT 008 RW 005 DUSUN JUNTI BARAT;"-";"1,1,1,1";"1";;;;;;;;;1
5461;"32";"15";"140";"006";KUTAGANDOK;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140006";"3215140";"0  ";sp2020;3215140006014B;"014B";29495.5360497745;"0007";RT 007 RW 004 DUSUN KRAJAN II;"-";"1, 1, 1, 1, 1";"1";;;;;;;;;1
5462;"32";"15";"140";"006";KUTAGANDOK;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140006";"3215140";"0  ";sp2020;3215140006015B;"015B";22008.8264886802;"0007";RT 007 RW 004 DUSUN KRAJAN II;"-";"1, 1, 1, 1, 1";"1";;;;;;;;;1
5463;"32";"15";"140";"006";KUTAGANDOK;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140006";"3215140";"0  ";sp2020;3215140006016P;"016P";73101.2049703625;"0007";KUBURAN;"-";"11";"11";;;;;;;;;1
5464;"32";"15";"140";"006";KUTAGANDOK;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140006";"3215140";"0  ";sp2020;3215140006018B;"018B";43059.1960824426;"0002";RT 002 RW 001 DUSUN KRAJAN IA;"-";"1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
5465;"32";"15";"140";"006";KUTAGANDOK;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140006";"3215140";"0  ";sp2020;3215140006019B;"019B";69731.3277568578;"0003";RT 003 RW 002 DUSUN KRAJAN IB;"-";"1, 1, 1, 1, 1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
5466;"32";"15";"140";"006";KUTAGANDOK;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140006";"3215140";"0  ";sp2020;3215140006021B;"021B";449660.146183632;"0004";RT 004 RW 002 DUSUN KRAJAN IB;"-";"1, 1, 1, 1, 1, 1, 1";"1";;;;;;;;;2
5467;"32";"15";"140";"005";KUTAKARYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140005";"3215140";"0  ";sp2020;3215140005015B;"015B";227920.000674765;"0013";RT 013 RW 005 DUSUN KARANGANYAR;"-";"1,1";"1";;;;;;;;;1
5469;"32";"15";"151";"002";MAKMURJAYA;JAYAKERTA;KARAWANG;JAWA BARAT;"3215151002";"3215151";"0  ";sp2020;3215151002010P;"010P";2420833.79792088;"1002  ,  1001";"SAWAH PERTANIAN  ,  SAWAH PERTANIAN";"-";"11,11";"11";;;;;;;;;1
5470;"32";"15";"140";"006";KUTAGANDOK;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140006";"3215140";"0  ";sp2020;3215140006003B;"003B";126786.486036615;"0013";RT 013 RW 007 DUSUN JUNTI TIMUR;"-";"1, 1, 1, 1, 1";"1";;;;;;;;;3
5471;"32";"15";"140";"006";KUTAGANDOK;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140006";"3215140";"0  ";sp2020;3215140006022B;"022B";643246.39222366;"0004";RT 004 RW 002 DUSUN KRAJAN IB;"-";"1,1,1,1,1,1";"1";;;;;;;;;1
5472;"32";"15";"140";"006";KUTAGANDOK;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140006";"3215140";"0  ";sp2020;3215140006023B;"023B";825229.924178164;"0005";RT 005 RW 003 DUSUN PULOKAIM;"-";"1, 1, 1, 1, 1, 1, 1, 1, 1, 1";"1";;;;;;;;;3
5473;"32";"15";"140";"007";WALUYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140007";"3215140";"0  ";sp2020;3215140007003B;"003B";505876.778738891;"0004";RT 004 RW 002 DUSUN WALUYA;"-";"1, 1, 1, 1, 1";"1";;;;;;;;;1
5475;"32";"15";"140";"007";WALUYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140007";"3215140";"0  ";sp2020;3215140007004B;"004B";119356.494686271;"0001";RT 001 RW 001 DUSUN PANGASINAN;"-";"1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
5476;"32";"15";"140";"007";WALUYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140007";"3215140";"0  ";sp2020;3215140007006B;"006B";619040.121027292;"0002  ,  0003";"RT 002 RW 001 DUSUN PANGASINAN  ,  RT 003 RW 001 DUSUN PANGASINAN";"-";"1, 1, 1, 1,1, 1, 1, 1";"1";;;;;;;;;1
5477;"32";"15";"140";"007";WALUYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140007";"3215140";"0  ";sp2020;3215140007007B;"007B";582311.136829424;"0007  ,  0008";"RT 007 RW 003 DUSUN CIKERIS 1  ,  RT 008 RW 003 DUSUN CIKERIS 1";"-";"1, 1, 1, 1,1, 1, 1, 1";"1";;;;;;;;;1
5478;"32";"15";"140";"007";WALUYA;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140007";"3215140";"0  ";sp2020;3215140007002B;"002B";31388.8260877449;"0006";RT 006 RW 002 DUSUN WALUYA;"-";"1, 1, 1, 1, 1";"1";;;;;;;;;1
5479;"32";"15";"140";"008";SAMPALAN;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140008";"3215140";"0  ";sp2020;3215140008001B;"001B";229725.609980214;"0024";RT 24 RW 005 DUSUN SEMPLEK;"-";"1, 1, 1, 1, 1";"1";;;;;;;;;1
5480;"32";"15";"140";"008";SAMPALAN;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140008";"3215140";"0  ";sp2020;3215140008006B;"006B";84298.2050904692;"0019";RT 19 RW 005 DUSUN KRAJAN 2 A;"-";"1, 1, 1, 1";"1";;;;;;;;;1
5481;"32";"15";"140";"008";SAMPALAN;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140008";"3215140";"0  ";sp2020;3215140008004B;"004B";172477.354095179;"0021";RT 21 RW 005 DUSUN SEMPLEK;"-";"1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
5482;"32";"15";"140";"008";SAMPALAN;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140008";"3215140";"0  ";sp2020;3215140008007B;"007B";476894.731366293;"0017  ,  0018";"RT 17 RW 004 DUSUN KRAJAN 2  ,  RT 18 RW 004 DUSUN KRAJAN 2";"-";"1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
5483;"32";"15";"140";"008";SAMPALAN;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140008";"3215140";"0  ";sp2020;3215140008008B;"008B";341892.854669569;"0016";RT 16 RW 004 DUSUN KRAJAN 2;"-";"1, 1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
5484;"32";"15";"140";"008";SAMPALAN;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140008";"3215140";"0  ";sp2020;3215140008011B;"011B";153059.38022038;"0010  ,  0012";"RT 10 RW 002 DUSUN KRAJAN 1 B  ,  RT 12 RW 003 DUSUN KRAJAN 1 B";"-";"1, 1, 1,1, 1, 1";"1";;;;;;;;;1
5485;"32";"15";"140";"008";SAMPALAN;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140008";"3215140";"0  ";sp2020;3215140008009B;"009B";149136.312418534;"0015";RT 15 RW 004 DUSUN KRAJAN 2;"-";"1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
5486;"32";"15";"140";"008";SAMPALAN;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140008";"3215140";"0  ";sp2020;3215140008012B;"012B";620250.446842772;"0011";RT 11 RW 003 DUSUN KRAJAN 1 B;"-";"1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
5487;"32";"15";"140";"008";SAMPALAN;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140008";"3215140";"0  ";sp2020;3215140008015B;"015B";89388.8651505524;"0005  ,  0006";"RT 5 RW 001 DUSUN KRAJAN 1 A  ,  RT 6 RW 001 DUSUN KRAJAN 1 A";"-";"1, 1,1";"1";;;;;;;;;1
5488;"32";"15";"140";"008";SAMPALAN;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140008";"3215140";"0  ";sp2020;3215140008014B;"014B";66984.2871521821;"0008  ,  0007";"RT 8 RW 002 DUSUN KRAJAN 1 B  ,  RT 7 RW 002 DUSUN KRAJAN 1 B";"-";"1, 1, 1,1, 1, 1";"1";;;;;;;;;1
5489;"32";"15";"140";"008";SAMPALAN;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140008";"3215140";"0  ";sp2020;3215140008013B;"013B";56049.5275231397;"0009";RT 9 RW 002 DUSUN KRAJAN 1 B;"-";"1, 1, 1, 1";"1";;;;;;;;;1
5490;"32";"15";"140";"008";SAMPALAN;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140008";"3215140";"0  ";sp2020;3215140008010B;"010B";298847.107227985;"0013  ,  0014";"RT 13 RW 003 DUSUN KRAJAN 2 B  ,  RT 14 RW 004 DUSUN KRAJAN 2 B";"-";"1,1, 1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
5491;"32";"15";"140";"008";SAMPALAN;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140008";"3215140";"0  ";sp2020;3215140008002B;"002B";326753.687573658;"0023";RT 23 RW 005 DUSUN SEMPLEK;"-";"1, 1, 1, 1";"1";;;;;;;;;1
5492;"32";"15";"140";"008";SAMPALAN;KUTAWALUYA;KARAWANG;JAWA BARAT;"3215140008";"3215140";"0  ";sp2020;3215140008017B;"017B";31229.6716662371;"0001  ,  0002";"RT 1 RW 001 DUSUN KRAJAN 1 A  ,  RT 2 RW 001 DUSUN KRAJAN 1 A";"-";"1, 1, 1,1, 1";"1";;;;;;;;;1
